feelslike,dew,humidity,precip,precipprob,precipcover,windgust,windspeed,cloudcover,visibility,solarradiation,solarenergy,uvindex,temp
2.9,-1.5,62.9,0.0,0.0,0.0,24.1,15.4,99.5,16.0,47.8,4.1,2,5.0
3.7,0.3,76.4,0.0,0.0,0.0,20.5,9.3,81.3,15.7,29.6,2.5,2,4.2
4.6,0.1,72.0,0.0,0.0,0.0,18.4,14.5,35.5,13.8,103.5,9.2,5,5.3
7.0,1.4,63.5,0.057,100.0,4.17,44.6,27.4,93.3,16.0,49.3,4.2,2,8.2
3.3,-3.6,53.9,0.0,0.0,0.0,31.0,19.9,14.7,16.0,102.9,9.0,5,5.3
3.7,-4.4,58.3,0.0,0.0,0.0,9.4,11.1,5.4,16.0,110.3,9.5,5,4.1
2.9,-4.1,57.8,0.0,0.0,0.0,18.4,15.7,7.2,16.0,108.2,9.4,5,4.3
0.5,-6.3,52.0,0.0,0.0,0.0,53.6,16.3,4.9,16.0,122.8,10.6,6,3.1
2.6,-5.8,55.4,0.0,0.0,0.0,11.2,9.7,19.7,16.0,112.8,9.7,6,3.0
5.2,-2.4,58.4,0.0,0.0,0.0,20.5,14.4,61.3,16.0,118.3,10.2,6,5.9
9.7,1.2,54.8,0.0,0.0,0.0,16.6,13.2,64.1,16.0,106.5,9.3,5,10.3
11.9,6.5,70.2,0.0,0.0,0.0,29.5,19.5,74.8,16.0,46.3,3.8,3,11.9
10.7,8.8,88.0,3.442,100.0,41.67,24.1,13.6,90.1,13.8,25.3,2.1,1,10.7
7.9,7.2,90.9,2.376,100.0,37.5,24.1,10.8,99.1,5.8,15.9,1.4,1,8.6
2.4,0.6,72.9,17.837,100.0,45.83,58.1,35.2,82.8,12.3,87.9,7.6,6,5.5
1.8,-5.8,48.0,0.0,0.0,0.0,45.6,31.6,45.7,16.0,115.8,10.0,6,4.6
2.5,-3.8,59.2,0.0,0.0,0.0,46.4,26.1,42.9,16.0,116.7,10.0,6,3.8
4.0,-7.5,36.6,0.0,0.0,0.0,55.1,28.8,50.5,16.0,113.8,9.8,5,6.7
-2.2,-6.2,58.1,2.118,100.0,16.67,58.3,35.2,69.0,14.8,111.5,9.5,6,1.9
-0.5,-9.8,45.0,0.0,0.0,0.0,41.4,22.0,31.7,16.0,136.2,11.9,6,1.8
2.5,-6.9,48.1,0.0,0.0,0.0,31.7,15.6,10.2,16.0,147.1,12.7,6,3.6
2.0,-4.5,60.1,0.0,0.0,0.0,16.6,12.9,24.5,16.0,142.8,12.4,6,3.1
2.3,-3.4,63.6,0.0,0.0,0.0,14.8,15.0,19.9,16.0,142.4,12.3,6,3.4
3.5,0.8,74.6,0.394,100.0,4.17,31.7,16.8,74.5,15.7,66.0,5.7,4,5.1
6.5,4.1,81.7,0.845,100.0,25.0,27.7,12.4,80.2,13.4,47.3,4.2,2,7.1
4.4,0.3,66.4,0.414,100.0,8.33,38.9,22.8,72.1,15.6,91.0,7.9,4,6.6
0.5,-6.0,56.0,0.0,0.0,0.0,27.7,18.8,18.6,15.1,145.8,12.4,6,2.5
9.7,0.4,51.8,0.0,0.0,0.0,22.3,12.4,51.9,16.0,152.8,13.3,6,10.5
12.0,6.5,70.8,0.389,100.0,12.5,49.3,24.4,73.5,15.7,55.2,4.7,3,12.0
14.6,10.2,74.0,5.048,100.0,41.67,77.3,45.7,87.0,15.6,20.0,1.7,1,15.0
0.7,-10.2,34.8,0.0,0.0,0.0,55.6,32.0,11.5,16.0,170.6,14.8,7,4.6
4.7,-4.7,51.5,1.473,100.0,12.5,34.0,21.1,50.7,16.0,145.5,12.8,7,5.4
7.0,5.9,86.9,13.986,100.0,50.0,25.9,18.2,84.9,12.5,55.3,4.8,2,8.0
11.1,6.8,76.8,0.0,0.0,0.0,13.0,10.8,57.8,15.0,122.6,10.6,7,11.1
13.8,7.9,69.5,1.122,100.0,12.5,37.1,16.8,89.9,15.7,127.1,11.0,7,13.8
10.9,8.6,83.7,14.113,100.0,45.83,35.3,19.2,87.2,13.1,81.6,7.1,5,11.3
11.5,10.1,90.8,4.052,100.0,41.67,22.3,14.7,95.4,11.9,29.0,2.6,1,11.5
13.9,8.4,71.5,1.135,100.0,12.5,40.7,20.4,69.6,15.9,152.5,13.3,7,13.9
10.5,5.0,66.8,0.0,0.0,0.0,40.7,18.6,69.2,16.0,134.3,11.6,7,11.1
6.1,5.7,85.6,17.884,100.0,70.83,40.7,20.6,99.0,11.0,16.9,1.5,1,8.0
3.4,-1.3,57.0,0.987,100.0,16.67,69.6,42.9,78.7,16.0,121.4,10.0,6,7.2
5.3,-7.2,35.5,0.0,0.0,0.0,66.8,38.3,28.3,16.0,201.0,17.4,7,8.1
12.8,-1.7,37.6,0.0,0.0,0.0,46.4,22.5,30.7,16.0,193.7,16.7,7,13.3
13.5,1.2,49.1,0.0,0.0,0.0,33.5,9.6,45.4,16.0,141.5,12.3,6,13.6
16.0,2.9,47.1,0.0,0.0,0.0,27.7,14.5,35.1,16.0,190.0,16.4,7,16.0
18.7,8.7,52.8,0.56,100.0,12.5,43.0,20.8,79.8,16.0,61.8,5.4,3,18.7
13.3,2.4,48.8,0.0,0.0,0.0,37.1,24.0,37.3,16.0,209.5,18.1,7,13.5
14.5,2.0,48.2,0.0,0.0,0.0,45.6,22.0,63.1,16.0,138.8,11.9,7,14.7
4.9,-6.4,36.6,0.0,0.0,0.0,59.8,33.0,55.9,16.0,193.5,16.6,8,7.8
3.5,-7.6,37.9,0.0,0.0,0.0,53.5,27.4,50.9,16.0,225.1,19.6,8,6.3
9.3,-4.6,37.4,0.0,0.0,0.0,67.0,40.7,32.6,16.0,216.8,18.8,8,10.6
2.1,-10.7,32.0,0.0,0.0,0.0,60.4,23.7,16.3,16.0,219.9,19.2,8,5.1
4.8,-4.3,49.6,0.371,100.0,4.17,37.1,19.4,61.6,15.9,113.0,9.9,5,5.8
5.1,3.6,77.1,32.861,100.0,58.33,65.2,40.2,86.4,13.2,63.3,5.3,4,7.6
2.3,-7.4,40.8,0.0,0.0,0.0,51.1,30.6,1.5,16.0,230.6,20.0,8,5.3
6.5,-2.8,53.6,0.0,0.0,0.0,24.1,16.2,10.3,16.0,228.2,19.8,8,6.9
8.2,0.3,58.8,0.168,100.0,4.17,22.3,17.3,70.5,16.0,170.3,14.9,7,8.5
7.8,6.7,87.1,11.044,100.0,50.0,20.5,14.4,99.9,12.6,36.7,3.2,2,8.8
9.5,3.8,68.6,2.946,100.0,29.17,40.7,21.9,82.5,14.6,48.0,4.2,2,10.0
9.7,-4.3,39.1,0.0,0.0,0.0,65.9,43.2,23.7,16.0,225.0,19.5,8,10.5
10.5,0.1,50.5,0.118,100.0,4.17,40.7,14.3,49.3,16.0,110.7,9.7,6,10.6
13.3,7.4,69.7,0.24,100.0,8.33,27.7,18.9,66.9,15.6,105.8,9.3,4,13.3
12.4,9.8,83.9,3.906,100.0,33.33,27.7,17.3,99.5,14.9,50.0,4.3,3,12.4
10.6,9.1,89.4,7.734,100.0,41.67,33.5,19.3,99.7,12.2,22.8,1.9,1,10.8
9.0,8.2,88.6,15.218,100.0,62.5,59.4,26.1,98.2,10.4,35.5,3.0,2,10.0
7.2,2.2,68.2,1.1,100.0,16.67,70.4,33.0,57.6,15.3,160.4,13.7,8,8.1
6.6,-0.7,55.0,0.0,0.0,0.0,55.8,30.7,55.1,16.0,235.7,20.4,10,8.2
7.0,-1.2,50.3,0.0,0.0,0.0,57.5,36.0,57.5,16.0,104.0,9.0,4,8.8
11.0,-0.3,45.2,0.0,0.0,0.0,40.7,22.5,21.9,15.9,239.7,20.7,9,11.9
13.5,3.5,55.2,0.0,0.0,0.0,38.9,18.3,50.0,16.0,210.7,18.3,9,13.5
18.0,9.1,58.4,0.0,0.0,0.0,16.6,16.8,65.8,16.0,154.6,13.3,7,18.0
20.6,12.2,60.1,0.0,0.0,0.0,35.3,14.9,78.9,16.0,172.8,15.2,10,20.6
19.4,15.2,77.2,0.264,100.0,12.5,51.8,26.0,90.6,15.5,78.5,6.9,7,19.4
17.7,8.4,58.1,1.923,100.0,33.33,61.3,34.6,76.1,15.8,190.7,16.5,10,17.7
15.7,0.3,36.1,0.0,0.0,0.0,71.1,42.3,43.8,16.0,248.0,21.3,9,15.7
17.9,4.3,42.6,0.0,0.0,0.0,59.1,32.1,17.6,16.0,253.1,22.1,8,18.2
22.5,11.3,50.0,1.132,100.0,4.17,66.6,18.5,61.5,15.9,168.8,14.8,9,22.6
19.7,4.6,38.2,0.0,0.0,0.0,40.7,18.0,37.8,15.9,282.4,24.4,9,19.7
18.4,8.8,54.5,0.0,0.0,0.0,27.7,16.5,75.8,16.0,138.0,12.0,8,18.4
19.7,11.9,64.9,0.0,0.0,0.0,47.9,26.2,52.0,15.2,249.2,21.5,10,19.7
12.8,9.5,80.1,0.388,100.0,8.33,20.5,14.8,98.5,15.6,49.0,4.1,2,12.8
16.9,6.2,57.3,0.38,100.0,8.33,51.6,24.5,72.9,15.9,242.6,21.2,9,16.9
10.1,-2.3,40.7,0.0,0.0,0.0,41.5,22.3,69.6,16.0,115.9,10.0,4,10.7
10.3,-2.5,40.8,0.0,0.0,0.0,38.9,15.9,17.4,15.8,264.6,23.0,9,11.2
14.1,1.6,49.0,0.0,0.0,0.0,38.9,21.7,35.2,15.9,266.8,23.1,9,14.1
18.8,4.9,41.2,0.0,0.0,0.0,50.3,23.9,64.6,16.0,260.6,22.7,10,18.8
13.3,5.1,58.2,0.0,0.0,0.0,31.7,17.0,73.7,16.0,131.5,11.4,7,13.3
12.4,1.4,51.9,0.0,0.0,0.0,33.5,19.0,68.7,15.8,240.3,20.8,9,12.6
12.9,7.8,72.2,2.184,100.0,16.67,27.7,14.6,96.9,15.6,45.3,3.9,2,12.9
19.5,13.7,72.1,0.0,0.0,0.0,27.7,16.0,56.7,14.5,260.2,22.4,9,19.5
24.3,15.5,61.3,0.0,0.0,0.0,31.7,17.3,20.4,15.8,255.6,22.1,9,24.3
23.3,14.2,58.0,1.656,100.0,8.33,37.3,20.2,53.8,15.7,220.4,19.0,10,23.3
22.3,13.3,61.2,0.095,100.0,8.33,29.5,15.5,41.5,15.9,298.4,25.8,10,22.6
23.2,14.1,60.3,0.0,0.0,0.0,31.7,14.3,23.0,16.0,285.8,24.5,9,23.5
20.1,13.0,64.6,0.0,0.0,0.0,40.7,21.6,53.0,16.0,220.0,18.8,8,20.1
12.1,10.4,89.4,20.531,100.0,66.67,25.9,12.7,99.8,9.6,28.1,2.5,1,12.1
16.3,14.6,90.1,9.47,100.0,62.5,25.9,8.8,98.1,13.3,65.6,5.9,2,16.3
21.0,18.1,84.1,0.362,100.0,12.5,13.0,8.4,91.9,13.8,109.5,9.4,8,21.0
22.3,18.9,81.6,0.305,100.0,12.5,13.0,13.8,82.1,12.4,213.3,18.6,10,22.3
24.8,17.1,66.0,0.0,0.0,0.0,41.5,19.6,66.9,14.5,205.4,17.6,8,24.7
20.2,14.0,68.3,0.822,100.0,12.5,24.1,14.3,78.5,13.6,104.8,9.1,6,20.2
14.1,11.9,86.9,2.108,100.0,41.67,35.3,15.0,97.1,11.9,28.5,2.5,1,14.1
13.2,7.8,71.7,3.175,100.0,25.0,29.5,14.3,72.4,14.7,235.7,20.4,10,13.3
14.6,8.3,68.5,10.901,100.0,25.0,72.0,28.1,79.3,15.6,160.4,13.9,6,14.7
17.5,9.8,64.7,0.0,0.0,0.0,35.9,19.1,24.8,15.7,300.3,25.8,9,17.5
17.8,14.7,82.5,6.44,100.0,41.67,41.7,14.1,85.0,14.6,43.8,3.8,2,17.8
17.3,15.1,86.5,2.111,100.0,50.0,27.7,14.3,96.9,13.2,65.5,5.6,4,17.3
20.6,13.8,68.1,0.0,0.0,0.0,42.3,22.7,40.6,15.1,259.7,22.3,10,20.6
18.8,14.5,76.4,0.0,0.0,0.0,20.5,14.0,85.7,15.2,78.6,6.7,4,18.8
17.1,15.1,88.1,15.539,100.0,54.17,20.5,10.7,93.1,12.0,50.5,4.2,2,17.1
19.7,15.3,76.6,0.0,0.0,0.0,11.2,10.2,82.0,14.9,143.5,12.3,8,19.7
19.7,15.6,79.0,0.0,0.0,0.0,13.0,10.0,70.7,13.2,231.8,19.9,10,19.7
22.3,15.9,70.1,0.0,0.0,0.0,27.7,16.6,39.9,15.2,282.1,24.2,10,22.3
25.2,18.3,70.3,0.0,0.0,0.0,24.1,14.8,39.1,15.9,261.9,22.5,9,24.4
24.9,18.9,71.3,0.788,100.0,12.5,25.9,13.3,70.6,15.5,153.7,13.2,9,24.7
24.5,17.5,67.8,0.094,100.0,4.17,9.4,11.0,65.3,15.7,223.2,19.3,8,24.5
24.9,17.9,68.8,8.518,100.0,12.5,55.4,18.3,58.4,14.6,267.4,22.9,9,24.7
25.4,19.2,72.8,1.212,100.0,8.33,51.9,17.7,60.7,15.6,247.0,21.3,9,24.8
23.1,19.4,81.6,5.869,100.0,16.67,59.0,22.0,71.7,15.2,137.2,11.8,6,22.8
22.1,14.7,65.7,3.569,100.0,16.67,63.9,21.6,39.6,14.9,244.0,21.0,10,22.1
18.1,13.5,75.8,3.879,100.0,20.83,60.8,12.5,47.4,15.0,168.2,14.5,8,18.1
18.7,9.1,56.5,0.088,100.0,4.17,50.0,20.6,32.3,15.9,236.2,20.4,10,18.7
18.5,5.8,45.9,0.0,0.0,0.0,37.2,22.5,12.3,16.0,293.9,25.4,10,18.5
20.1,9.5,53.7,0.0,0.0,0.0,13.0,15.9,39.1,15.5,320.3,27.9,10,20.2
22.2,14.5,63.2,0.0,0.0,0.0,42.5,17.8,71.0,15.7,202.0,17.4,9,22.1
25.0,17.7,66.2,0.094,100.0,4.17,11.2,11.1,64.2,15.6,250.7,21.6,10,24.7
25.9,18.4,67.7,0.0,0.0,0.0,44.6,17.3,38.9,15.8,288.8,25.0,10,25.4
24.8,21.3,82.2,4.665,100.0,16.67,29.9,17.8,84.1,14.8,103.1,9.0,5,24.6
27.2,21.3,74.6,0.118,100.0,4.17,53.6,22.4,64.9,15.8,158.9,13.8,8,26.2
24.9,12.7,49.0,0.118,100.0,4.17,50.9,27.7,52.1,15.8,292.4,25.3,10,25.3
22.9,10.9,48.1,0.0,0.0,0.0,37.1,20.0,36.1,16.0,297.3,25.7,10,23.1
23.6,12.3,50.4,0.512,100.0,4.17,53.6,26.7,72.3,15.8,187.7,16.2,8,23.6
22.3,10.7,49.3,0.304,100.0,12.5,37.5,21.1,54.4,15.9,238.1,20.4,9,22.3
20.2,11.9,60.4,0.094,100.0,4.17,44.6,20.7,63.5,16.0,271.9,23.6,10,20.2
21.3,12.8,61.1,0.0,0.0,0.0,14.8,13.0,46.2,16.0,241.5,20.9,10,21.3
26.1,18.1,65.5,0.0,0.0,0.0,37.1,19.6,33.6,15.9,298.0,25.7,10,25.5
27.3,18.1,60.0,0.578,100.0,8.33,50.0,20.7,50.2,16.0,221.8,19.1,10,26.9
23.9,14.1,57.6,0.0,0.0,0.0,35.3,18.3,26.8,16.0,338.2,29.3,10,24.2
23.8,14.3,57.4,0.0,0.0,0.0,33.5,18.3,44.1,16.0,317.7,27.5,10,23.9
27.7,18.2,60.3,0.0,0.0,0.0,33.5,18.3,34.6,16.0,293.8,25.3,9,26.5
28.5,19.2,61.5,0.0,0.0,0.0,37.1,18.3,28.5,16.0,303.5,26.3,9,27.5
26.6,17.5,60.7,0.0,0.0,0.0,25.9,15.7,55.8,16.0,301.8,26.0,9,26.4
27.0,18.5,63.5,0.0,0.0,0.0,14.8,14.6,55.9,16.0,287.6,24.8,10,26.5
29.0,19.0,60.6,0.0,0.0,0.0,14.8,16.8,20.7,15.9,311.8,27.0,10,28.1
31.9,19.8,55.3,0.0,0.0,0.0,35.3,15.5,18.1,15.9,302.5,26.3,9,30.3
33.6,20.1,52.5,0.0,0.0,0.0,47.1,23.1,57.3,16.0,219.1,19.3,9,31.4
28.6,15.2,46.5,0.0,0.0,0.0,46.7,34.1,41.0,16.0,321.9,27.8,10,28.6
25.6,12.9,47.4,0.0,0.0,0.0,39.9,18.0,39.2,16.0,257.9,22.3,9,26.0
29.9,18.4,54.8,9.204,100.0,8.33,61.1,39.7,53.6,15.6,248.2,21.5,10,29.2
26.0,18.1,65.5,2.696,100.0,16.67,31.7,14.9,53.8,15.9,239.8,20.6,8,25.9
24.6,14.7,55.1,0.0,2.0,0.0,25.9,16.6,26.0,16.2,283.4,24.3,8,24.6
29.0,22.0,75.4,1.9,61.0,16.67,29.5,16.6,65.7,16.3,170.3,14.6,4,26.9
32.0,23.2,71.9,1.4,61.0,16.67,22.0,13.0,56.5,19.5,272.3,23.6,7,29.0
23.4,14.6,59.0,1.0,61.0,12.5,27.0,17.3,13.3,24.1,358.5,31.0,8,23.4
23.4,13.9,56.1,4.4,3.0,8.33,15.5,10.4,21.5,24.1,354.5,30.5,8,23.5
26.6,17.2,59.4,0.0,15.0,0.0,17.6,11.5,34.6,24.1,190.1,16.4,5,26.2
30.3,20.5,62.2,0.0,40.0,0.0,15.1,9.0,48.8,24.1,179.6,15.5,5,28.6
28.4,21.4,71.5,0.0,40.0,0.0,38.9,11.2,74.5,22.0,164.3,14.0,5,27.4
27.7,20.9,72.0,0.4,29.0,8.33,45.0,14.4,75.7,23.4,208.8,18.2,6,26.9
26.1,15.7,54.6,0.9,16.1,4.17,33.1,12.2,2.3,24.1,343.0,29.4,9,26.2
26.9,13.5,44.6,0.0,19.4,0.0,31.3,10.4,6.5,24.1,343.9,29.5,9,27.2
30.0,18.9,56.6,1.8,12.9,4.17,42.5,21.2,48.7,24.1,311.3,26.7,9,29.4
28.7,20.2,65.2,0.0,16.1,0.0,40.3,17.3,91.4,24.1,163.4,14.1,5,27.6
32.8,19.8,53.1,14.9,38.7,16.67,47.5,24.1,28.2,24.1,328.8,28.3,9,31.2
